CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
1193,40617 AMER ETIQU ROJA VARON 58,5790,3,8570,78217490-8,0.0
1199,40911 ANTIQUE VARON DESTENI 50,4790,3,6945,78217490-8,0.0
1194,40911 ANTIQUE VARON DESTENI 40,4790,3,6945,78217490-8,0.0
1195,40911 ANTIQUE VARON DESTENI 42,4790,3,6945,78217490-8,0.0
1196,40911 ANTIQUE VARON DESTENI 44,4790,3,6945,78217490-8,0.0
1197,40911 ANTIQUE VARON DESTENI 46,4790,3,6945,78217490-8,0.0
1198,40911 ANTIQUE VARON DESTENI 48,4790,3,6945,78217490-8,0.0
2000,40911 ANTIQUE VARON DESTENI 52,5841,3,8644,78217490-8,0.0
2001,40911 ANTIQUE VARON DESTENI 54,4790,3,6945,78217490-8,0.0
2002,40911 ANTIQUE VARON DESTENI 56,5841,3,8644,78217490-8,0.0
2003,40911 ANTIQUE VARON DESTENI 58,4790,3,6945,78217490-8,0.0
2004,BALINERA 4.5 PUNT.,670,5,992,84915900-3,0.0
2005,CRONOMETRO DEPORTIVO ACTIV,2662,5,3940,84915900-3,0.0
2006,BALON TRAIN NEXUS 5,9765,15,18990,84915900-3,7.0
2007,ARO HULA 60CM 19MM,921,15,1590,84915900-3,4.0
2008,TOBILLERA PESO 1/2 K,2490,15,4390,76064490-0,0.0
2009,TOB ILLERA PESO 1 K,3190,15,5590,76064490-0,0.0
2010,JOCKEY CUERINA NEGRO/CAS 54/60,1950,15,2886,50117670-2,0.0
2011,JOCKEY TWEED LANA TEX ESCOS 59,1650,15,2392,50117670-2,0.0
2012,JOCKEY TWEED LANA TEX ESCOS 60,1650,15,2392,50117670-2,0.0
2013,SOMBRERO INDIANA C/RIBETE,6679,15,9884,80019100-9,0.0
2014,BLADERS FUTBOL N*5 GOMA,450,5,666,4131588-1,0.0
2015,CANILLERA TOBILLERA PROF ADULT,2060,5,2987,4131588-1,0.0
2016,CANILLERA TOBILLERA PROF INFAN,1750,5,2537,4131588-1,0.0
2017,989 L/P-3-SOM PETROLE LANA 3.0,4766,15,7053,91166000-8,0.0
2018,989 L/P-3-SOM PETROLE LANA 3.5,4766,15,7053,91166000-8,0.0
2019,989 L/P-3-SOM PETROLE LANA 4.0,4766,15,7053,91166000-8,0.0
2020,989 L/P-3-SOM PETROLE LANA 4.5,4766,15,7053,91166000-8,0.0
2021,989 L/P-3-SOM PETROLE LANA 5.0,4766,15,7053,91166000-8,0.0
2022,SNLHL709 SOM HUASO LONTRA,6683,15,9891,91166000-8,0.0
2023,SNLHN901 SOM HUASO NEOFIELTRO,12251,15,18131,91166000-8,0.0
2024,GUANTE ARQUERO NINO LAM ARIS 0,1950,5,2827,5860141-1,0.0
2025,GUANTE ARQUERO NINO LAM ARIS 1,1950,5,2886,5860141-1,0.0
2026,GUANTE ARQUERO NINO LAM ARIS 2,1950,5,2886,5860141-1,0.0
2027,GUANTE ARQUERO NINO LAM ARIS 3,1950,5,2886,5860141-1,0.0
2028,GUANTE ARQUERO NINO LAM ARIS 4,2050,5,3034,5860141-1,0.0
2029,GUANTE ARQUERO NINO LAM ARIS 5,1950,5,2827,5860141-1,0.0
2030,PELOTAS TACA TACA,170,5,350,76643690-0,0.0
2031,CAMISETA FRANELA BOTON BLAN 42,2051,9,2973,78063020-5,0.0
2032,CAMISETA FRANELA BOTON BLAN 44,2051,9,2973,78063020-5,0.0
2033,CAMISETA FRANELA BOTON BLAN 46,2203,9,3260,78063020-5,0.0
2034,CAMISETA FRANELA BOTON BLAN 48,2153,9,3186,78063020-5,0.0
2035,CAMISETA FRANELA BOTON BLAN 50,2304,9,3409,78063020-5,0.0
2036,CAMISETA FRANELA BOTON BLAN 52,2373,9,3512,78063020-5,0.0
2037,CAMISETA FRANELA BOTON BLAN 54,2458,9,3637,78063020-5,0.0
2038,CAMISETA FRANELA BOTON BLAN 56,2447,9,3621,78063020-5,0.0
2039,CALZONCILLOS FRANELA BLANCO 40,1848,9,2679,78063020-5,0.0
2040,CALZONCILLOS FRANELA BLANCO 42,1848,9,2679,78063020-5,0.0
2041,CALZONCILLOS FRANELA BLANCO 44,1848,9,2679,78063020-5,0.0
2042,CALZONCILLOS FRANELA BLANCO 46,1949,9,2884,78063020-5,0.0
2043,CALZONCILLOS FRANELA BLANCO 48,1939,9,2869,78063020-5,0.0
2044,CALZONCILLOS FRANELA BLANCO 50,2119,9,3129,78063020-5,0.0
2045,CALZONCILLOS FRANELA BLANCO 52,2108,9,3119,78063020-5,0.0
2046,CALZONCILLOS FRANELA BLANCO 54,2373,9,3540,78063020-5,0.0
2047,CALZONCILLOS FRANELA BLANCO 56,2349,9,3476,78063020-5,0.0
2048,MEDIA PANTALON EN CAJA UND,0,3,690,78835460-6,1.0
2049,SABANA POLAR 1.5 PL,6150,3,10990,79536070-0,172.0
2050,SABANA POLAR 2 PL,7530,3,12990,79536070-0,171.0
2051,PIJAMA POLAR JUV 8/16 UNISEX,3200,3,2990,78835460-6,2.0
2052,PANTY FINA MUJER,735,3,1490,76451600-1,0.0
2053,PLUMON SINGLE LITTEL PET CHOP,7500,3,14900,89524100-8,0.0
2054,"CONO TRINING 12"" NARANJO",790,3,1250,77462640-9,0.0
2055,SABANA MICRO P DURAZNO 1.5 PL,4970,3,8990,79536070-0,0.0
2056,SABANA MICRO P DURAZNO 2.0 PL,6020,3,10990,79536070-0,0.0
2057,912 L/3 SOMB NEGRO 01 LANA 3.0,4251,15,6163,91166000-8,0.0
2058,912 L/3 SOMB NEGRO 01 LANA 3.5,4251,15,6163,91166000-8,0.0
2059,912 L/3 SOMB NEGRO 01 LANA 4.0,4251,15,6163,91166000-8,60.0
2060,912 L/3 SOMB NEGRO 01 LANA 4.5,4251,15,6163,91166000-8,0.0
2061,913 L/3 SOMB NEGRO 01 LANA 5.0,251,15,6163,91166000-8,0.0
2062,912 L/3 SOMB NEGRO 01 LANA 5.5,4251,15,6163,91166000-8,0.0
2063,912 L/3 SOMB NEGRO 01 LANA 6.0,4251,15,6163,91166000-8,0.0
2064,MALLA PORTA BALONES SACO,1950,15,3490,77462640-9,4.0
2065,BALONBASKET TOR GOMA 7,2890,5,4990,76064490-0,1.0
2066,BALON BASKET TORP 5 GOMA,2690,5,4690,76064490-0,0.0
2067,CAL TUBULAR ALG/POL T/U,495,1,990,76333900-9,2.0
2068,CORBATA COLEGIAL KDT BURDEO JU,352,1,5200,83994100-5,0.0
2069,BOLSO DEPOR ITALIAN CONNECTION,1480,14,2146,83569800-9,0.0
2070,BOLSO DEPOR SPANICH CONNECTION,1480,14,2146,83569800-9,0.0
2071,CAMIS LIST ST PETERS M.L. 14.0,2080,3,3078,83569800-9,0.0
2072,CAMIS LIST ST PETERS M.L. 14.5,1980,3,2871,83569800-9,0.0
2073,CAMIS LIST ST PETERS M.L. 15.0,2280,3,3374,83569800-9,0.0
2074,CAMIS LIST ST PETERS M.L. 15.5,1980,3,2871,83569800-9,0.0
2075,CAMIS LIST ST PETERS M.L. 16.0,1980,3,2871,83569800-9,0.0
2076,CAMIS LIST ST PETERS M.L. 16.5,1980,3,2871,83569800-9,0.0
2077,CAMIS LIST ST PETERS M.L. 17.0,1980,3,2871,83569800-9,0.0
2078,3805 RS RV 518 B.VOLEY GOMA #5,2390,5,3465,79922730-4,0.0
2079,DELANTAL COLOR SURTIDO,2050,4,2990,76451600-1,0.0
2080,SOQ TUBULAR BLCO ADULTO FRANJA,475,10,689,93204000-K,0.0
2081,SOQ TUBULAR COLOR ADULT FRANJA,475,10,689,93204000-K,0.0
2082,053 JEANS VAQUERO ENVEJECID 40,3680,3,5336,96597120-3,0.0
2083,053 JEANS VAQUERO ENVEJESID 42,3680,3,5336,96597120-3,0.0
2084,053 JEANS VAQUERO ENVEJECID 44,3680,3,5336,96597120-3,0.0
2085,053 JEANS VAQUERO ENVEJECID 46,3680,3,5336,96597120-3,0.0
2086,053 JEANS VAQUERO ENVEJECID 48,3680,3,5336,96597120-3,0.0
2087,053 JEANS VAQUERO ENVEJECID 50,3680,3,5336,96597120-3,0.0
2088,053 JEANS VAQUERO ENVEJECID 52,4510,3,6675,96597120-3,0.0
2089,053 JEANS VAQUERO ENVEJECID 54,4290,3,6220,96597120-3,0.0
2090,053 JEANS VAQUERO ENVEJECID 56,4490,3,6510,96597120-3,0.0
2091,PLUMON SOFIA SINGLE,12150,5,19990,89524100-8,0.0
2092,BALON BABY,2500,5,3700,78113210-1,0.0
2093,162 R/2 GRIS(02) LANA S/FO 3.0,3334,14,4834,91166000-8,0.0
2094,162 R/2 GRIS(02) LANA S/FO 3.5,3334,14,4834,91166000-8,0.0
2095,162 R/2 GRIS(02) LANA S/FO 4.0,3334,14,4834,91166000-8,0.0
2096,162 R/2 GRIS(02) LANA S/FO 4.5,3334,14,4834,91166000-8,0.0
2097,162 R/2 GRIS(02) LANA S/FO 5.0,3334,14,4834,91166000-8,0.0
2098,162 R/2 GRIS(02) LANA S/FO 5.5,3334,14,4834,91166000-8,0.0
2099,162 R/2 GRIS(02) LANA S/FO 6.0,3334,14,4834,91166000-8,0.0
2100,SABANA ADVAN TIME SINGLE,7650,5,13990,89524100-8,0.0
2101,GUANTE ARQUERO PRO,5290,5,8990,77139990-8,0.0
2102,PLUMON ADVEN TIME SINGLE,13275,5,23990,89524100-8,0.0
2103,BOLSO VIOLETA MEDIANO,2000,5,3490,9252182-6,0.0
2104,JGO SABANA ILUSION 2PL,3890,5,6990,76676820-2,0.0
2105,SABANA DRAGON BOLL SINGLE,7650,6,13990,89524100-8,0.0
2106,PLUMON DRAGON BOLL SINGLE,13275,6,22990,89524100-8,0.0
2107,TOALLA DE MANO,975,6,1690,76451600-1,0.0
2108,SOQ NINO BAMBU 7/8,270,6,490,76451600-1,36.0
2109,JUEGO TOALLA CHITECO,2630,6,4790,80111600-0,26.0
2110,JUG SABANA 1/1/2PL 144HILOS,9268,99,15990,80111600-0,0.0
1200,CANILLERA FUT ATENAS,840,10,1390,77139990-8,0.0
1201,SOQ ALGD C/HILO COBRE 10/12,745,10,1290,76333900-9,0.0
1202,TOBILLERA HILO/COBRE 10/12,1545,10,2990,76333900-9,0.0
1203,JUMPER COLG DAMA 36/50 183001,5790,10,9990,81756100-4,4.0
1204,JUMPER COLEG NINA 6/16 183002,4290,10,6480,81756100-4,5.0
1205,GORRA DE SILICONA TORPEDO,490,10,990,76064490-0,0.0
1206,VELO 1 PANO PRESCILLA BLCO,1440,10,1990,79536070-0,0.0
1207,VELO 2 PANO PRESCILLA BLCO,3790,10,6690,79536070-0,0.0
1208,VELO ROMANTICO 3 PANO,5550,10,10990,79536070-0,35.0
1209,FORRO CORT BANO C/GANCHOS,910,10,1490,79536070-0,0.0
1210,ALFOMBRA KENTAKY 1.4*1.85,7744,10,13990,79536070-0,0.0
1211,JUEGO TOALLA SILVER FAMILY,1250,10,2990,79536070-0,0.0
1212,TOALLA VISITA ITAL 30*50,460,10,1290,89524100-8,1.0
1213,PLUMON SPIDERMAN MICRO SINGLE,8631,10,14900,89524100-8,0.0
1215,FORRO CORTINA BANO,585,2,990,89524100-8,0.0
1216,PLUMON  DISNEY HECHIZEROS SING,6600,2,12990,89524100-8,0.0
1217,PLUMON DISNEY W.POOH SINGLE HA,6600,2,14900,89524100-8,0.0
1218,CAMISETA U.S.F. 4/16,7990,2,13990,10150306-2,2.0
1219,RED DE FUTBOLL TORNEO,23900,2,39900,77139990-8,0.0
1220,POLO M/L PANAL HOMBRE S/XL,2530,2,4490,76333900-9,0.0
1221,POLO M/L ACANALADA HOM S/XL,1786,2,3490,76333900-9,3.0
1222,ZAPATO DAMA HUASA 30/39,15369,2,26900,80019100-9,1.0
1223,CALZONCILLO LARGO HOM PANAL S/,2530,2,4490,76333900-9,0.0
1224,BAJADA CAMA KENTAKY ADULTO,2183,2,4490,79536070-0,0.0
1225,CINTA ELASTICAS CAPITAN EQUIPO,351,5,519,78113210-1,0.0
1226,PA100109 PALETA TENIS MADERA P,1791,5,2651,78113210-1,0.0
1227,BALON FUTBOL JAPON N*5,1701,5,2517,78113210-1,0.0
1228,TOBILLERA ELASTICA BLCO/ROJO L,1071,5,1725,78113210-1,0.0
1229,TOBILLERA NEOPREN T/S/L,891,5,1318,78113210-1,0.0
1230,CANILLERAS TOBILLERA MEDIANA S,2190,5,3175,78113210-1,0.0
1231,CANILLERAS TOBILLERA MEDIANA M,927,5,1372,78113210-1,0.0
1232,CANILLERAS TOBILLERA MEDIANA L,2190,5,3175,78113210-1,0.0
1233,CANILLERAS TOBILLERA MEDIAN XL,2190,5,3175,78113210-1,0.0
1234,CANILLERA PLASTICA S/TOB MED S,990,5,1435,78113210-1,0.0
1235,CANILLERA PLASTICA S/TOB MED M,891,5,1435,78113210-1,0.0
1236,CANILLERA PLASTICA S/TOB MED L,990,5,1435,78113210-1,0.0
1237,CANILLERA PLASTICA S/TOB ME XL,990,5,1435,78113210-1,0.0
1238,RP100101 PALETA PIN/PON TI LOW,690,5,1150,78113210-1,0.0
1239,RP100103 PALETA PIN/PON T HIGH,1170,5,1990,78113210-1,0.0
1240,RP130101 FUNDA PALETA PIN/PONG,890,5,1550,78113210-1,0.0
1241,RODILLERAS ARQUERO ACOLCHAD XL,1690,5,2450,78113210-1,0.0
1242,COLCHONETAS 120*60*6,4520,2,6689,17167150-7,0.0
1243,ZAP FUT RIVER INTER 28/32,3390,2,5017,77462640-9,0.0
1244,ZAP.FUT RIVER/INTER 33/37,3640,2,5387,77462640-9,0.0
1245,POLERA C/C M/M C/BOL ALG S/XL,1500,2,2990,3441908-6,2.0
1246,OVEROL TRO PLOPIN S/XL,3490,2,7700,76064490-0,12.0
1247,COLCHONETA 50*95*6 D15,3245,2,4802,17167150-7,0.0
1248,CAM .MASCOTA U.S.F.,4450,2,6731,7576541-K,0.0
1249,PANT FUT U.S.F MASCOTA,1660,2,2456,7576541-K,0.0
1250,EXTENSOR DESMONTABLE,7990,2,4230,3985816-9,2.0
1251,PESAS PARA PIES,15490,2,5600,3985816-9,0.0
1252,HAND GRIP UNIDAD,885,2,1310,3985816-9,0.0
1253,BALA DE 3 KG,5690,2,4790,3985816-9,0.0
1254,AGUJA METALICA BOMBIN,11890,2,17597,3985816-9,0.0
1255,HUINCHA DE 30 MTS,10190,2,15081,3985816-9,0.0
1256,FUNDA PORTA TACOS POOL 551,2462,99,4490,77462640-9,0.0
1257,1542 PIJAMA RASO DAMA CORTO,1666,2,2513,78835460-6,0.0
1258,1546/47 CAMISOLA RASO DAMA,1916,2,2990,76451600-1,2.0
1259,301/201 BABY DOLL RASO,2058,2,3990,76451600-1,8.0
1260,CUA10/41S CUBRE INF 1 S/F,3268,2,4836,79724330-2,0.0
1261,CUA1541S CUBRE INF 1/12 S/F,3655,2,5409,79724330-2,0.0
1262,CAMISA COLEG BLCA 6/18,1100,2,2990,3441908-6,0.0
1263,310133AS GUANTE ARQUERO SINT S,2300,5,3335,89312900-6,0.0
1264,310133AM GUANTE ARQUERO SINT M,2300,5,3335,89312900-6,0.0
1265,310133AL GUANTE ARQUERO SINT L,2300,5,3335,89312900-6,0.0
1266,310133XL GUANTE ARQUERO SIN XL,2300,5,3335,89312900-6,0.0
1267,RODIL/CODERA PATIN NINO,981,5,1690,77653720-9,0.0
1268,ART 200 GUANTE ARQ ADUL ACOL 0,2190,5,3175,6799819-7,0.0
1269,ART 200 GUANTE ARQ ADUL ACOL 1,2190,5,3175,6799819-7,0.0
1270,ART 200 GUANTE ARQ ADUL ACOL 2,2190,5,3175,6799819-7,0.0
1271,ART 200 GUANTE ARQ ADUL ACOL 3,1271,5,3175,6799819-7,0.0
1272,ART 200 GUANTE ARQ ADUL ACOL 3,2290,5,3389,6799819-7,0.0
1273,ART 310 GUANTE ARQ ADUL SOFT 0,2550,5,3697,6799819-7,0.0
1274,ART 310 GUANTE ARQ ADUL SOFT 1,2550,5,3697,6799819-7,0.0
1275,ART 310 GUANTE ARQ ADUL SOFT 2,2550,5,3697,6799819-7,0.0
1276,ART 310 GUANTE ARQ ADUL SOFT 3,2550,5,3697,6799819-7,0.0
1277,ART 310 GUANTE ARQ ADUL SOFT 4,2550,5,3697,6799819-7,0.0
1278,ART 700 GUANTE ARQ POLI ADUL 0,3150,5,4567,6799819-7,0.0
1279,ART 700 GUANTE ARQ POLI ADUL 1,3150,5,4567,6799819-7,0.0
1280,ART 700 GUANTE ARQ POLI ADUL 2,3150,5,4567,6799819-7,0.0
1281,ART 700 GUANTE ARQ POLI ADUL 3,3150,5,4567,6799819-7,0.0
1282,ART 700 GUANTE ARQ POLI ADUL 3,3150,5,4567,6799819-7,0.0
1283,GUANTE UHLSPORT ADUL CERB 8/12,4500,14,10990,76064490-0,2.0
1284,GUANTE ULHSPORT ADU ELIMINATOR,7000,14,17990,76064490-0,12.0
1285,PIJAMA BABY DOLL RASO DAMA,850,14,1990,3441908-6,0.0
1286,SET CAFU REVOLT HOMBRE,6342,5,9386,76064490-0,1.0
1287,BALON FUT MOD ADIDAS,2020,5,2989,76064490-0,0.0
1288,SET MUJER CAFU FUT S/XL,6162,5,9119,76064490-0,5.0
1289,BALON BASKET TRICOLOR RUBBER 5,1611,5,2384,78113210-1,0.0
1290,BALON BASKET TRICOLOR RUBBER 6,0,5,0,78113210-1,0.0
1291,BALON BASKET TRICOLOR RUBBER 7,1773,5,2624,78113210-1,0.0
1292,068 CASACA MESC C/CHIPO ENVE S,7990,3,11585,96597120-3,0.0
1293,068 CASACA MESC C/CHIPO ENVE M,7990,3,11585,96597120-3,0.0
1294,068 CASACA MESC C/CHIPO ENVE L,7990,3,11585,96597120-3,0.0
1295,068 CASACA MESC C/CHIPO ENV XL,7990,3,11585,96597120-3,0.0
1296,BALON FUT AMERICANO ADUL,3506,5,5990,77462640-9,2.0
1297,BALON FUTBOLL JUNIOR 5,2070,5,3990,77462640-9,0.0
1298,TOALLA IMPORTADA 0.75*1.50,1900,14,2812,80019100-9,0.0
1299,MANTA DE HUASO JUVENIL,9749,3,15990,80019100-9,0.0
1300,3046 PANTALON COLEG 56-60,7629,1,11291,80019100-9,0.0
1301,304 PANTALON COLEG.44-50,3600,1,5328,80019100-9,0.0
1302,PAN0045B PANT COLEG T8,3069,1,4542,80019100-9,0.0
1303,VES0040B VESTON COLEG CAS 10/1,10179,1,15065,80019100-9,0.0
1304,VES0040C VESTON CLOEG 14/16,11239,1,17890,80019100-9,0.0
1305,CALZONCILLOS TREVIRA 44/60,949,9,1660,80019100-9,0.0
1306,TALONERA SUELA CRUDA,4029,3,6990,80019100-9,3.0
1307,CAMISA ARNALDI TRE H.M.L. 14.0,2180,3,3226,83569800-9,0.0
1308,CAMISA ARNALDI TRE H.M.L. 14.5,1980,3,2871,83569800-9,0.0
1309,CAMISA ARNALDI TRE H.M.L. 15.0,1980,3,2871,83569800-9,0.0
1310,CAMISA ARNALDI TRE H.M.L. 15.5,1980,3,2871,83569800-9,0.0
1311,CAMISA ARNALDI TRE H.M.L. 16.0,1980,3,2871,83569800-9,0.0
1312,CAMISA ARNALDI TRE H.M.L. 16.5,1980,3,2871,83569800-9,0.0
1313,CAMISA ARNALDI TRE H.M.L. 17.0,1980,3,2871,83569800-9,0.0
1314,CAMISA ARNALDI TRE H.M.L. 17.5,1980,3,2871,83569800-9,0.0
1315,BALON FUT AMERICANO JUV,2595,5,4990,77462640-9,0.0
1316,BALON FUT PAISES EUROCOPA,2308,5,3990,77462640-9,5.0
1317,RED VOLLEY 1.5MM C/CABLE,6111,5,10990,77462640-9,0.0
1318,BALON FUT MILAN 5,2387,5,4190,77462640-9,2.0
1319,0000 GRONOMETRO 2 MEMOR PC894,3650,9,6990,77462640-9,1.0
1320,CRONOMETRO 20 MEMOR PC/2220,10080,9,17690,77462640-9,0.0
1321,PIJAMA POPELINA LISO HOM/LAR L,2800,9,4277,81415800-4,0.0
1322,PIJAMA POPELIN LISO HOM/LAR XL,2800,9,4277,81415800-4,0.0
1323,MEDIAS FUTBOL TRADICIONAL ADUL,738,5,1490,76064490-0,0.0
1324,MEDIA FUT ADULT OFERTA,444,5,657,76064490-0,155.0
1325,CAMIS/SHORT FUT MOD ARGENTINA,6111,5,9044,76064490-0,0.0
1326,PALETA MOD SHOOTER,1071,5,1990,76064490-0,0.0
1327,ALPARGATA ETNICA,2200,99,4490,85518800-7,0.0
1328,PANTALON GABARDINA,3250,3,4810,3441908-6,0.0
1329,PALETA TORPEDO SMASH,621,9,1390,76064490-0,0.0
1330,CONJUN CAM PAV/BATA ALG DAMA S,4200,3,7990,3441908-6,0.0
1331,PAÑO COCINA TELA,366,3,790,79536070-0,0.0
1332,CAMISA LISA S/XL,1650,3,2442,3441908-6,0.0
1333,CAMISOLA SATIN,1850,9,2738,3441908-6,0.0
1334,PIJAMA RASO DAMA CORTO/BOT S/X,3800,9,5990,3441908-6,0.0
1335,BALON FUTBOL TANGO,5290,5,7829,84915900-3,0.0
1336,PAR DE TARJETAS ARBITRO ROJ/AM,350,10,1090,4996561-3,0.0
1337,LLAVERO ARBITROS COLORES RO/AM,100,5,350,4996561-3,0.0
1338,CODERA ELASTICADA,690,5,1021,78113210-1,0.0
1339,BALON BASKETBOLL BICOL ACE N⌡3,1503,5,2471,78113210-1,0.0
1340,BALON BASKETBOLL TRICO ACE N⌡5,1830,5,2708,78113210-1,0.0
1341,BALON BASKETBOLL TRICO ACE N⌡6,0,5,0,78113210-1,0.0
1342,BALON BASKETBOLL TRICO ACE N⌡7,1970,5,2915,78113210-1,0.0
1343,BALON BASKETBOLL NARAN ACE N⌡3,0,5,0,78113210-1,0.0
1344,BALON BASKETBOLL NARAN ACE N⌡4,0,5,0,78113210-1,0.0
1345,BALON BASKETBOLL NARAN ACE N⌡5,1790,5,2649,78113210-1,0.0
1346,BALON BASKETBOLL NARAN ACE N⌡6,0,5,0,78113210-1,0.0
1347,BALON BASKETBOLL NARAN ACE N⌡7,1890,5,2797,78113210-1,0.0
1348,BALON FUTBOL 5SOCCER PRO,1768,5,2617,78113210-1,0.0
1349,BALON BABY FUTBOLL TORINO- ACE,3490,5,4649,78113210-1,0.0
1350,ZAP.FUT. DRB P.FIJA 39/44,7990,5,11825,77462640-9,0.0
1351,PALETA MOD FIGHTER,1341,2,2990,76064490-0,0.0
1352,POLERON ARQUERO ETO S/XL,3595,2,7990,76064490-0,2.0
1357,BALON FUTBOL PLATINIUM SPOGA,2115,5,3130,77311340-8,0.0
1354,SABANA EMBOSSE 2PL,7290,2,12990,79536070-0,1.0
1355,BALON FUT OLYMPHUS 5,2990,2,4990,77139990-8,4.0
1356,PANTY LANA A/MAR 7/8,2690,3,4690,76333900-9,1.0
1353,SABANA EMBOSSE 1.5PL,5860,5,9990,79536070-0,0.0
1358,BATA HOMBRE ADULTO TOALLA,5750,5,9900,3441908-6,0.0
1359,PANTY 62 LANA T/5/6,2050,3,2990,76333900-9,4.0
1360,POLO DAMA POLAR M/L C/R S/XL,1500,5,2590,3441908-6,1.0
1361,COPA 272,7990,5,13990,77139990-8,2.0
1362,FRAZADA JAQUER 2 PL,3590,5,5300,3245824-6,0.0
1363,COPA SPORTIVA CP110/2,3170,5,5590,77599270-0,0.0
1364,PANTALON CARGO TRO POPLIN,2890,5,5690,76064490-0,0.0
1365,PANTALON CARGO TRO GABAR,3690,5,5990,76064490-0,0.0
1366,POLERA PIQUE TRO M/C S/XL HOM,2690,5,4490,76064490-0,0.0
1367,POLERA PIQUE M/L HOM S/XL,3190,5,5990,76064490-0,0.0
1368,POLERA PIQUE M/C MUJER S/XL,2490,5,3990,76064490-0,0.0
1369,POLERA TRO ALG M/C HOM S/XL,1490,5,2490,76064490-0,1.0
1370,BOTIN SEG KEMET 39/44,8990,5,14990,76064490-0,3.0
1371,ZAP SEGUR JORGS 39/44,7990,5,12990,76064490-0,7.0
1372,CUERDA SALTO TORPEDO,760,5,1390,76064490-0,0.0
1373,SET BAÑO 18 PZA,9400,5,18990,79536070-0,22.0
1374,TOALLA SUIT HOTEL BLCA 0.5*1,1990,5,3490,79536070-0,0.0
1375,CARRO COMPRA DORAL,4010,5,6990,79536070-0,0.0
1376,TRASPASO DEL SALDO CTA ANTIGUA,0,99,0,88987800-2,0.0
1377,101 JGO TOALLAS LISO,1981,14,2932,80943400-1,0.0
1378,4102 JUEGO SABANA W.BROS 11/2P,7900,4,11692,80943400-1,0.0
1379,4104 CUBRE ACLOCH W.BROS 11/2P,6222,4,9209,80943400-1,0.0
1380,2002 JUEGO SABAN C.KLEIN 2 PLA,10900,4,16132,80943400-1,0.0
1381,ART 8 ZAP DE HUASO HEVILLAS 38,8990,12,16805,78398100-9,0.0
1382,ART 8 ZAP DE HUASO HEVILLAS 39,9890,12,16805,78398100-9,0.0
1383,ART 8 ZAP DE HUASO HEVILLAS 40,9890,12,16805,78398100-9,0.0
1384,ART 8 ZAP DE HUASO HEVILLAS 41,9890,12,16805,78398100-9,0.0
1385,ART 8 ZAP DE HUASO HEVILLAS 42,9890,12,16805,78398100-9,0.0
1386,ART 8 ZAP DE HUASO HEVILLAS 43,9890,12,16805,78398100-9,0.0
1387,ART 8 ZAP DE HUASO HEVILLAS 44,9890,12,16805,78398100-9,0.0
1388,ART 8 ZAP DE HUASO HEVILLAS 45,9890,12,16805,78398100-9,0.0
1389,GUANTES STRECH BLANCOS,570,3,844,3100854-9,0.0
1390,GUANTES BLANCOS STRCH 2013,950,3,1660,3100854-9,0.0
1391,GUANTES BLANCOS STRECH 2015,1100,3,1930,3100854-9,0.0
1392,GUANTES STRECH ART.2025,1350,3,2370,3100854-9,1.0
1393,SET CLAVOS ATLETIS 5MM,901,4,1576,77462640-9,0.0
1394,CLAVOS SET ATLETIS 7MM,1650,4,2990,77462640-9,5.0
1395,PANTALON TODO DEPORTE,1500,5,2220,3643204-7,0.0
1396,ZAFUT01045 ZAP FUT SELEC 93-45,6943,5,10275,3643204-7,0.0
1397,COPA SPORTIVA CP110/3,4000,2,5920,77599270-0,0.0
1398,COPA SPORTIVA CP 110/4,4500,2,6660,77599270-0,0.0
1399,PANTY LANA A/MAR 9/10,2170,3,3390,76333900-9,3.0
1400,CORBATIN COLEGIAL AZUL ELASTIC,266,1,395,83994100-5,0.0
1401,HF47660F BORUSSIA BCO/NEGR 3.5,8900,5,13172,88887900-5,0.0
1402,HF47660F BORUSSIA BCO/NEGR 4.0,8900,5,13172,88887900-5,0.0
1403,HF47660F BORUSSIA BCO/NEGR 4.5,8900,5,13172,88887900-5,0.0
1404,HF47660F BORUSSIA BCO/NEGR 5.0,8900,5,13305,88887900-5,0.0
1405,HF47660F BORUSSIA BCO/NEGR 5.5,8900,5,13305,88887900-5,0.0
1406,TROFEO MOD 275 GRANDE,9900,14,14652,21305162-8,0.0
1407,TROFEO MOD 221 MEDIANO,8800,14,13024,21305162-8,0.0
1408,ROD VOLLEY HG DENSITY,3268,14,5990,77462640-9,0.0
1409,PLUMON SOY LUNA SINGLE,11070,14,19990,89524100-8,0.0
1410,TOALLA MASHINI 45*85,1150,14,1990,89524100-8,0.0
1411,RODILLERA ELAS ROTUL BL,1125,5,1970,76064490-0,0.0
1412,ZAP FUT ESPIRT 25/29,6291,5,10990,76064490-0,1.0
1413,RODILL ETO ELAST BL,531,5,1390,76064490-0,0.0
1414,MUNEQUERA ETO ELAST BL,720,5,1390,76064490-0,0.0
1415,BALON BABY MEDUSA NER,4835,5,7990,76064490-0,0.0
1416,MALLA ETO PORTABALON,990,5,1990,76064490-0,1.0
1423,AO3944 COMPETENC BCO AZ/CEL 20,6610,6,9782,95271000-1,0.0
1424,A03944 COMPETENC BCO AZ/CEL 21,6610,6,9782,95271000-1,0.0
1425,AO3944 COMPETENC BCO AZ/CEL 22,6610,6,9782,95271000-1,0.0
